group_col,group,n_rows,base_pred_at_zero,best_promo_intensity,best_lift_vs_zero,best_lift_pct_vs_zero,turning_promo_intensity,turning_marginal
tier_store_profile,B_holiday@Holiday_driven_store,1357,20004.08014140608,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,-0.003518430181374505
tier_store_profile,A_core@Holiday_driven_store,1401,39383.4464612302,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,-0.006558129590159006
tier_store_profile,B_holiday@Tail_heavy_store,22841,11022.936276869725,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,-0.009789935047966507
tier_store_profile,C_tail@Holiday_driven_store,2968,9586.140215956284,13199.380000000025,32.69534863975423,0.0034104528722054,20960.03999999997,-0.001652161318920915
tier_store_profile,A_core@Tail_heavy_store,23505,38172.729534915736,13199.380000000025,14.69998813107668,0.0003850808424016,20960.03999999997,-0.008495102730134988
tier_store_profile,C_tail@Tail_heavy_store,49633,9401.639501605585,13199.380000000025,6.154681327956496,0.0006546035619865,20960.03999999997,-0.0038510527264849796
tier_store_profile,B_holiday@Core_driven_store,4179,2652.587343170734,13199.380000000025,3.7583414207038,0.0014152581096453,20960.03999999997,-0.003341187908146362
tier_store_profile,A_core@Core_driven_store,6647,23371.739507830254,13199.380000000025,1.926502190533938,8.242733914182789e-05,20960.03999999997,-0.0023665756168220553
tier_store_profile,C_tail@Core_driven_store,11282,5041.362230536716,164.07999999999998,-0.1810591084176849,-3.591342928455333e-05,13199.380000000025,-0.00013128099005720075
